Title,Description,Address,Price,Feature,Date_Info
Spacious 2 Bedroom Apartment,Spacious 2 Bedroom Apartment/Flat Apartment FOR Rent,Remlek Bus Stop Badore Ajah Lagos,"₦ 3,500,000/year",2 Beds 2 Baths,"Updated 23 Jun 2026, Added 06 May 2026"
2 Bedroom Flat,2 Bedroom Flat/Flat Apartment FOR Rent,Oral Estate Ikota Lekki Lagos,"₦ 5,500,000/year",2 Beds 2 Baths,"Updated 23 Jun 2026, Added 14 May 2026"
2 Bedroom Flat,2 Bedroom Flat/Flat Apartment FOR Rent,Oko Oba Agege Lagos,"₦ 3,500,000/year",2 Beds,"Updated 23 Jun 2026, Added 06 May 2026"
3 Bedroom Flat Up At Gbagada,3 Bedroom Flat Up At Gbagada/Flat Apartment FOR Rent,Gbagada Ifako Gbagada Gbagada Lagos,"₦ 6,000,000/year",3 Beds 2 Baths,"Updated 23 Jun 2026, Added 05 Jun 2026"
Room In A Flat,Room In A Flat/Flat Apartment FOR Rent,Gloriland Estate Ago Palace Okota Lagos,"₦ 800,000/year",1 Baths,"Updated 23 Jun 2026, Added 17 May 2026"
3 Bedroom Flat,3 Bedroom Flat/Flat Apartment FOR Rent,Atlantic View Estate Alpha Beach Road Lekki Lagos,"₦ 5,000,000/year",3 Beds 4 Baths,"Updated 23 Jun 2026, Added 28 Apr 2026"
Mini Flat,Mini Flat/Flat Apartment FOR Rent,"Off Nigeria Conservative Drive, Olugborogo Lekki Lagos","₦ 2,000,000/year",1 Beds 1 Baths,"Updated 23 Jun 2026, Added 30 Mar 2026"
Spacious 1bedroom Apartment,Spacious 1bedroom Apartment/Flat Apartment FOR Rent,Ado Road Ajah Lagos,"₦ 1,700,000/year",1 Beds 1 Baths,"Updated 23 Jun 2026, Added 19 Jun 2026"
2bedroom Apartment,2bedroom Apartment/Flat / Apartment FOR RENT,Ikate Lekki Lagos,"₦ 9,000,000",2 Beds 2 Baths,"Updated 22 Jun 2026, Added 06 Jun 2026"
Spacious Room Self Contained,Spacious Room Self Contained/Flat Apartment FOR Rent,Nigerian Law School Bwari Bwari District Bwari Abuja,"₦ 600,000",,"Updated 23 Jun 2026, Added 02 Jun 2026"
Neat Mini Flat To Let Ado Road Ajah,Neat Mini Flat To Let Ado Road Ajah/Flat Apartment FOR Rent,Street Ado Road Ajah Lagos,"₦ 1,200,000/year",1 Beds 1 Baths,"Updated 23 Jun 2026, Added 02 Jun 2026"
Spacious 2 Bedroom Flat,Spacious 2 Bedroom Flat/Flat Apartment FOR Rent,Seaside Bus Stop Badore Ajah Lagos,"₦ 1,700,000/year",2 Beds 2 Baths,"Updated 23 Jun 2026, Added 22 May 2026"
1 Bedroom Flat Ensuite,1 Bedroom Flat Ensuite/Flat Apartment FOR Rent,Apo Zone E Apo Abuja,"₦ 2,500,000",1 Beds 2 Baths,"Updated 23 Jun 2026, Added 17 Jun 2026"
Newly Built 1 Bedroom Apartment,Newly Built 1 Bedroom Apartment/Flat Apartment FOR Rent,Alpha Beach Road Lekki Lagos,"₦ 4,000,000/year",1 Beds 1 Baths,"Updated 23 Jun 2026, Added 22 Mar 2026"
Spacious 2 Bedroom Apartments,Spacious 2 Bedroom Apartments/Flat Apartment FOR Rent,Badore Ajah Lagos,"₦ 2,100,000/year",2 Beds 2 Baths,"Updated 23 Jun 2026, Added 19 Jun 2026"
Room And Parlour,Room And Parlour/Flat Apartment FOR Rent,Ikate Ikate Lekki Lagos,"₦ 5,000,000/year",1 Beds 1 Baths,"Updated 23 Jun 2026, Added 13 May 2026"
Newly Built Roomselfcontained,Newly Built Roomselfcontained/Flat Apartment FOR Rent,Greenville Estate Bus Stop Badore Ajah Lagos,₦ 900/year,1 Beds 1 Baths,"Updated 23 Jun 2026, Added 18 May 2026"
Decent 1 Bedroom With Pool & Gym,Decent 1 Bedroom With Pool & Gym/Flat Apartment FOR Rent,Ikate Lekki Lagos,"₦ 3,500,000/year",1 Beds 1 Baths,"Updated 23 Jun 2026, Added 16 Jun 2026"
1 Bedroom Executive Suite,1 Bedroom Executive Suite/Flat / Apartment FOR SHORTLET,Lekki Phase 1 Lekki Lagos,"₦ 110,000/day",1 Beds 1 Baths,"Updated 22 Jun 2026, Added 05 Jun 2026"
Serviced 1 Bedroom Apartment,Serviced 1 Bedroom Apartment/Flat Apartment FOR Rent,Alpha Beach Road Lekki Lagos,"₦ 5,300,000/year",1 Beds 1 Baths,"Updated 23 Jun 2026, Added 30 Mar 2026"
Mini Flat,Mini Flat/Flat Apartment FOR Rent,Remlek Estate Ado Road Ajah Lagos,"₦ 1,200,000/year",1 Beds 1 Baths,"Updated 23 Jun 2026, Added 11 May 2026"
Mini Flat,Mini Flat/Flat Apartment FOR Rent,Harris Drive Vgc Lekki Lagos,"₦ 3,000,000/year",1 Beds 1 Baths,"Updated 23 Jun 2026, Added 21 Apr 2026"
2 Beds @ Via Omole Phase 2,2 Beds @ Via Omole Phase 2/Flat Apartment FOR Rent,Ojodu Lagos,"₦ 5,000,000",1 Beds 1 Baths,"Updated 23 Jun 2026, Added 16 Jun 2026"
Studio Apartment,Studio Apartment/Flat Apartment FOR Rent,Old Ikoyi Ikoyi Lagos,"₦ 9,000,000/year",1 Beds 1 Baths,"Updated 23 Jun 2026, Added 07 May 2026"
2 Bedroom Apartment,2 Bedroom Apartment/Flat Apartment FOR Rent,Ago Palace Okota Lagos,"₦ 2,500,000/year",2 Beds 2 Baths,"Updated 23 Jun 2026, Added 20 Apr 2026"
Mini Flat,Mini Flat/Flat Apartment FOR Rent,Allied Estate Badore Badore Ajah Lagos,"₦ 1,800,000/year",1 Beds 1 Baths,"Updated 23 Jun 2026, Added 19 May 2026"
Renovated 3 Bedroom Apartment,Renovated 3 Bedroom Apartment/Flat Apartment FOR Rent,Ago Palace Okota Lagos,"₦ 3,500,000/year",3 Beds 4 Baths,"Updated 23 Jun 2026, Added 27 Mar 2026"
Luxury 2 Bedroom Apartment With Bq,Luxury 2 Bedroom Apartment With Bq/Flat Apartment FOR Rent,Blenco Sangotedo Lagos,"₦ 6,500,000/year",2 Beds 2 Baths,"Updated 23 Jun 2026, Added 20 May 2026"
Newly Built Room Self Contain,Newly Built Room Self Contain/Flat Apartment FOR Rent,Adegbite Street Off Olateju Olateju Mushin Lagos,"₦ 800,000/year",1 Beds 1 Baths,"Updated 23 Jun 2026, Added 08 Jun 2026"
Newly Built Room Self Contain,Newly Built Room Self Contain/Flat Apartment FOR Rent,Off Martins Street Mushin Mushin Mushin Lagos,"₦ 1,000,000/year",1 Beds 1 Baths,"Updated 23 Jun 2026, Added 16 May 2026"
3 Bedroom Apartment,3 Bedroom Apartment/Flat / Apartment FOR RENT,Old Ikoyi Ikoyi Lagos,"₦ 40,000,000/year",3 Beds 3 Baths,"Updated 21 Jun 2026, Added 27 Feb 2026"
Brand Serviced 2 Bedroom,Brand Serviced 2 Bedroom/Flat Apartment FOR Rent,Ologolo Lekki Lagos,"₦ 7,000,000/year",2 Beds 2 Baths,"Updated 23 Jun 2026, Added 08 Jun 2026"
Newly Built 2 Bedroom Flat,Newly Built 2 Bedroom Flat/Flat Apartment FOR Rent,F01 By Military Pension Board Fo1 Layout Kubwa Abuja,"₦ 3,500,000/year",2 Beds 3 Baths,"Updated 23 Jun 2026, Added 03 Jun 2026"
2 Bedroom Apartment,2 Bedroom Apartment/Flat Apartment FOR Rent,Ikate Lekki Lagos,"₦ 7,000,000/year",2 Beds 3 Baths,"Updated 23 Jun 2026, Added 19 May 2026"
3 Bedroom Apartment,3 Bedroom Apartment/Flat Apartment FOR Rent,"In A Secured And Call To Access Estate At Anthony Enahoro Estate, Ogba Gra Lagos Ogba Gra Ogba Lagos","₦ 10,000,000/year",3 Beds 3 Baths,"Updated 23 Jun 2026, Added 12 Apr 2026"
Spacious 2 Bedroom Apartments,Spacious 2 Bedroom Apartments/Flat Apartment FOR Rent,Badore Ajah Lagos,"₦ 2,300,000/year",2 Beds 2 Baths,"Updated 23 Jun 2026, Added 13 Jun 2026"
Spacious 1bedroom Apartment,Spacious 1bedroom Apartment/Flat Apartment FOR Rent,Ikota Lekki Lagos,"₦ 2,700,000/year",1 Beds 1 Baths,"Updated 23 Jun 2026, Added 10 Jun 2026"
2 Bedroom Flat,2 Bedroom Flat/Flat Apartment FOR Rent,Sabo Yaba Lagos,"₦ 6,500,000/month",2 Beds 2 Baths,"Updated 23 Jun 2026, Added 15 Apr 2026"
3 Bedroom Apartment,3 Bedroom Apartment/Flat Apartment FOR Rent,Ikeja Lagos,"₦ 8,500,000/year",3 Beds 3 Baths,"Updated 23 Jun 2026, Added 15 Apr 2026"
Mini Flat,Mini Flat/Flat Apartment FOR Rent,Chevy View Estate Chevron Drive Lekki Lagos,"₦ 4,700,000/year",1 Beds 1 Baths,"Updated 23 Jun 2026, Added 09 May 2026"
4bed Terrace +bq..,4bed Terrace +bq../House FOR SALE,Ikeja Gra Ikeja Lagos,"₦ 570,000,000",5 Beds 6 Baths,"Updated 22 Jun 2026, Added 21 Nov 2025"
Spacious Room In A Shared Apartment,Spacious Room In A Shared Apartment/Flat Apartment FOR Rent,"Lekki Conservation Center, Orchid Lekki Lagos","₦ 1,800,000/year",1 Baths,"Updated 23 Jun 2026, Added 29 Apr 2026"
1 Bedroom Flat,1 Bedroom Flat/Flat Apartment FOR Rent,"Orchid Road, Lekki Conservation Centre Lekki Lagos","₦ 4,000,000/year",1 Beds 1 Baths,"Updated 23 Jun 2026, Added 29 Apr 2026"
Very Spacious Clean 2 Bedroom Apartments,Very Spacious Clean 2 Bedroom Apartments/Flat Apartment FOR Rent,Badore Ajah Lagos,"₦ 2,500,000/year",2 Beds 2 Baths,"Updated 23 Jun 2026, Added 10 Jun 2026"
Spacious Master Bedroom In A Shared Apartment,Spacious Master Bedroom In A Shared Apartment/Flat Apartment FOR Rent,Badore Ajah Lagos,"₦ 800,000/year",1 Beds 1 Baths,"Updated 23 Jun 2026, Added 07 Jun 2026"
Newly Built Standard Roomself Apartment,Newly Built Standard Roomself Apartment/Flat Apartment FOR Rent,Shomolu Shomolu Lagos,"₦ 1,100,000",,"Updated 23 Jun 2026, Added 09 Jun 2026"
Standard Spacious 2bedroom Apartment,Standard Spacious 2bedroom Apartment/Flat Apartment FOR Rent,Alagomeji Yaba Lagos,"₦ 5,500,000",2 Beds 2 Baths,"Updated 23 Jun 2026, Added 09 Jun 2026"
Standard Miniflat Apartment,Standard Miniflat Apartment/Flat Apartment FOR Rent,Gbagada Phase 1 Gbagada Lagos,"₦ 2,500,000",1 Beds 1 Baths,"Updated 23 Jun 2026, Added 10 Jun 2026"
Neatly Used Studio Flaf,Neatly Used Studio Flaf/Flat Apartment FOR Rent,Arowolo Street Iwaya Yaba Lagos,"₦ 1,200,000/year",1 Beds,"Updated 23 Jun 2026, Added 01 Jun 2026"
Newly Built 2 Bedroom Apartment,Newly Built 2 Bedroom Apartment/Flat Apartment FOR Rent,Ago Palace Okota Lagos,"₦ 3,500,000/year",2 Beds 2 Baths,"Updated 23 Jun 2026, Added 13 May 2026"
Renoveted 2 Bedroom Apartment,Renoveted 2 Bedroom Apartment/Flat Apartment FOR Rent,Ago Palace Okota Lagos,"₦ 2,500,000/year",2 Beds 2 Baths,"Updated 23 Jun 2026, Added 22 Apr 2026"
2 Bedroom Apartment,2 Bedroom Apartment/Flat Apartment FOR Rent,Ago Palace Okota Lagos,"₦ 2,500,000/year",2 Beds 2 Baths,"Updated 23 Jun 2026, Added 24 Apr 2026"
Premium 3 Bedroom Furnished Apartment (ocean View),Premium 3 Bedroom Furnished Apartment (ocean View)/Flat / Apartment FOR RENT,Eko Atlantic City Victoria Island Lagos,"₦ 84,000,000/year",3 Beds 3 Baths,"Updated 21 Jun 2026, Added 16 Jun 2026"
Executive 2 Bedroom Apartment,Executive 2 Bedroom Apartment/Flat Apartment FOR Rent,Ago Palace Okota Lagos,"₦ 3,000,000/year",2 Beds 2 Baths,"Updated 23 Jun 2026, Added 01 May 2026"
4 Bedroom Detached Duplex,4 Bedroom Detached Duplex/Flat Apartment FOR Rent,Ikeja Lagos,"₦ 25,000,000/year",4 Beds 4 Baths,"Updated 23 Jun 2026, Added 18 May 2026"
Luxury Unfurnished Self Contained With 2 Toilets,Luxury Unfurnished Self Contained With 2 Toilets/Flat Apartment FOR Rent,Ikate Lekki Lagos,"₦ 2,800,000/year",1 Beds 2 Baths,"Updated 23 Jun 2026, Added 13 Jun 2026"
Newly Built 3 Bedroom Apartment,Newly Built 3 Bedroom Apartment/Flat Apartment FOR Rent,"Ikoyi, In A Beautiful Environment Calm With Sea View Bourdillon Ikoyi Lagos","₦ 40,000,000/year",3 Beds 4 Baths,"Updated 23 Jun 2026, Added 13 Jun 2026"
Luxury Standard 2 Bedroom Flat With Bq Oniru Vi,Luxury Standard 2 Bedroom Flat With Bq Oniru Vi/Flat Apartment FOR Rent,Victoria Island Lagos,"₦ 13,000,000/year",2 Beds 3 Baths,"Updated 23 Jun 2026, Added 15 Jun 2026"
Luxury Fully Furnished 2 Bedroom Apartment,Luxury Fully Furnished 2 Bedroom Apartment/Flat Apartment FOR Rent,"In A Secured And Exclusive Location At Matthew Osawemen Close, Ologolo, Lekki, Lagos Ologolo Lekki Lagos","₦ 18,000,000",2 Beds 2 Baths,"Updated 23 Jun 2026, Added 12 Jun 2026"
3 Bedroom Flat,3 Bedroom Flat/Flat Apartment FOR Rent,"Ikoyi , Old Ikoyi Lagos , In A Serene Environment Old Ikoyi Ikoyi Lagos","₦ 30,000,000/year",3 Beds 3 Baths,"Updated 23 Jun 2026, Added 18 Jan 2026"
3 Bedroom Flat With Bq,3 Bedroom Flat With Bq/Flat Apartment FOR Rent,Old Ikoyi Bourdillon Ikoyi Lagos,"₦ 50,000,000/year",3 Beds 4 Baths,"Updated 23 Jun 2026, Added 17 Mar 2026"
Luxury Newly Built 3 Bedroom Flat,Luxury Newly Built 3 Bedroom Flat/Flat Apartment FOR Rent,Lekki Phase 1 Lekki Lagos,"₦ 20,000,000/year",3 Beds 4 Baths,"Updated 23 Jun 2026, Added 22 Jan 2026"
Luxury 1 Bedroom Flat With Rooftop Pool / Gym,Luxury 1 Bedroom Flat With Rooftop Pool / Gym/Flat / Apartment FOR SHORTLET,Lekki Phase 1 Lekki Lagos,"₦ 130,000/day",1 Beds 1 Baths,"Updated 21 Jun 2026, Added 11 Mar 2026"
2 Bedroom Apartment With Bq,2 Bedroom Apartment With Bq/Flat Apartment FOR Rent,Ikate Lekki Lagos,"₦ 12,000,000/year",2 Beds,"Updated 23 Jun 2026, Added 02 Mar 2026"
Spacious Studio Miniflat In Lekki,Spacious Studio Miniflat In Lekki/Flat Apartment FOR Rent,Agungi Lekki Lagos,"₦ 3,000,000",1 Beds 1 Baths,"Updated 23 Jun 2026, Added 31 May 2026"
Mini Flat,Mini Flat/Flat Apartment FOR Rent,Agungi Lekki Lagos,"₦ 5,000,000/year",1 Beds 1 Baths,"Updated 23 Jun 2026, Added 22 Apr 2026"
Mini Flat,Mini Flat/Flat Apartment FOR Rent,Ologolo Lekki Lagos,"₦ 5,000,000/year",1 Beds 1 Baths,"Updated 23 Jun 2026, Added 23 Apr 2026"
Lovely 3 Bedroom Flat Upstairs,Lovely 3 Bedroom Flat Upstairs/Flat Apartment FOR Rent,Cmd Road Kosofe Ikosi Lagos,"₦ 5,500,000",3 Beds 3 Baths,"Updated 23 Jun 2026, Added 29 Apr 2026"
Furnshed & Serviced 4 Units Of 3 Bedroom Flat,Furnshed & Serviced 4 Units Of 3 Bedroom Flat/Flat Apartment FOR Rent,Aguda(ogba) Ogba Lagos,"₦ 9,000,000/year",3 Beds 4 Baths,"Updated 23 Jun 2026, Added 11 May 2026"
Room Self Contained,Room Self Contained/Flat Apartment FOR Rent,Off Brown Road And Adetola Road Aguda Surulere Lagos,"₦ 850,000/year",,"Updated 23 Jun 2026, Added 18 Apr 2026"
Newly Built 3 Bedroom Duplex,Newly Built 3 Bedroom Duplex/Flat Apartment FOR Rent,Sangotedo Ajah Lagos,"₦ 7,000,000/year",3 Beds 3 Baths,"Updated 23 Jun 2026, Added 05 Jun 2026"
Newly Built Self Contain Apartment,Newly Built Self Contain Apartment/Flat Apartment FOR Rent,Fha Extension Lugbe Lugbe Abuja,"₦ 850,000/year",,"Updated 23 Jun 2026, Added 27 May 2026"
Serviced & Spacious 3bedroom Flat(2floor),Serviced & Spacious 3bedroom Flat(2floor)/Flat Apartment FOR Rent,Whitesand Lekki Rhs Lekki Lagos,"₦ 12,000,000/year",3 Beds 3 Baths,"Updated 23 Jun 2026, Added 23 May 2026"
Mini Flat,Mini Flat/Flat Apartment FOR Rent,Lekki Phase 1 Lekki Lagos,"₦ 6,000,000/year",1 Beds 1 Baths,"Updated 23 Jun 2026, Added 19 Apr 2026"
Newly Furnished/serviced 3 Bedroom Apartment For Rent,Newly Furnished/serviced 3 Bedroom Apartment For Rent/Flat / Apartment FOR RENT,Jahi Abuja,"₦ 25,000,000/year",3 Beds 3 Baths,"Updated 17 Jun 2026, Added 20 Feb 2026"
Well Furnished Standard Bedrooms,Well Furnished Standard Bedrooms/Flat Apartment FOR Rent,Taiwo Olowu Lekki Phase 1 Lekki Lagos,"₦ 20,000,000",2 Beds 3 Baths,"Updated 23 Jun 2026, Added 14 Jun 2026"
2 Bedroom Apartment,2 Bedroom Apartment/Flat Apartment FOR Rent,Ago Palace Okota Lagos,"₦ 3,300,000/year",2 Beds 3 Baths,"Updated 23 Jun 2026, Added 24 Apr 2026"
Brand Newly Built 2 Bedroom Apartment,Brand Newly Built 2 Bedroom Apartment/Flat Apartment FOR Rent,Ago Palace Okota Lagos,"₦ 3,500,000/year",2 Beds 3 Baths,"Updated 23 Jun 2026, Added 02 May 2026"
Newly Built 2 Bedroom Apartment,Newly Built 2 Bedroom Apartment/Flat Apartment FOR Rent,Ago Palace Okota Lagos,"₦ 3,500,000/year",2 Beds 3 Baths,"Updated 23 Jun 2026, Added 23 Feb 2026"
5 Bedroom Apartment,5 Bedroom Apartment/Flat Apartment FOR Rent,Ago Palace Okota Lagos,"₦ 7,000,000/year",5 Beds 6 Baths,"Updated 23 Jun 2026, Added 24 Mar 2026"
Newly Built 2 Bedroom Apartment,Newly Built 2 Bedroom Apartment/Flat Apartment FOR Rent,Ago Palace Okota Lagos,"₦ 4,000,000/year",2 Beds 3 Baths,"Updated 23 Jun 2026, Added 25 Mar 2026"
One Bedroom Apartment,One Bedroom Apartment/Flat Apartment FOR Rent,Chevron Lekki Lagos Chevron Drive Lekki Lagos,"₦ 5,000,000/year",1 Beds 1 Baths,"Updated 23 Jun 2026, Added 02 Jun 2026"
3 Bedroom Apartment,3 Bedroom Apartment/Flat Apartment FOR Rent,Banana Island Ikoyi Banana Island Ikoyi Lagos,"₦ 60,000,000/year",3 Beds 3 Baths,"Updated 23 Jun 2026, Added 11 May 2026"
4 Bedroom Terrace Duplex,4 Bedroom Terrace Duplex/Flat Apartment FOR Rent,Ikota Ikota Lekki Lagos,"₦ 8,000,000/year",4 Beds 4 Baths,"Updated 23 Jun 2026, Added 11 May 2026"
Luxury 3 Bedroom Shortlet Apartment In Surulere,Luxury 3 Bedroom Shortlet Apartment In Surulere/Flat / Apartment FOR SHORTLET,Olaogun Drive Adelabu Surulere Lagos,"₦ 200,000",3 Beds 3 Baths,"Updated 22 Jun 2026, Added 15 Jun 2026"
Spacious 3 Bedroom Flat,Spacious 3 Bedroom Flat/Flat Apartment FOR Rent,Magodo Gra Phase 1 Ojodu Lagos,"₦ 7,500,000/year",3 Beds 3 Baths,"Updated 23 Jun 2026, Added 12 May 2026"
Newly Built Mini Flat,Newly Built Mini Flat/Flat Apartment FOR Rent,Fadeyi Shomolu Lagos,"₦ 2,200,000/year",2 Beds 2 Baths,"Updated 23 Jun 2026, Added 20 May 2026"
Lovely Modern Mini Flat + Amenities,Lovely Modern Mini Flat + Amenities/Flat Apartment FOR Rent,"@ Bawala Str, By Charlie Boy B/stop, Gbagada Lagos Millenuim Ups Gbagada Lagos","₦ 3,000,000",1 Beds 1 Baths,"Updated 23 Jun 2026, Added 09 Jun 2026"
1 Bedroom Furnished Apartment,1 Bedroom Furnished Apartment/Flat Apartment FOR Rent,Lekki Phase 1 Lekki Lagos,"₦ 5,500,000",1 Beds 1 Baths,"Updated 23 Jun 2026, Added 15 Jun 2026"
3 Bedroom Apartment,3 Bedroom Apartment/Flat Apartment FOR Rent,Idado Lekki Lagos,"₦ 6,000,000/year",3 Beds 3 Baths,"Updated 23 Jun 2026, Added 27 Apr 2026"
Newly Built Room Self Contained,Newly Built Room Self Contained/Flat Apartment FOR Rent,Off Adetola Road Aguda Surulere Lagos,"₦ 1,000,000/year",,"Updated 23 Jun 2026, Added 22 Apr 2026"
Newly Renovated Mini Flat Apartment,Newly Renovated Mini Flat Apartment/Flat Apartment FOR Rent,Oniru Victoria Island Lagos,"₦ 9,000,000/year",1 Beds 1 Baths,"Updated 23 Jun 2026, Added 25 Apr 2026"
Well Maintained 2 Bedroom Apartment,Well Maintained 2 Bedroom Apartment/Flat Apartment FOR Rent,Victoria Island Lagos,"₦ 13,000,000/year",2 Beds 2 Baths,"Updated 23 Jun 2026, Added 25 Apr 2026"
Brand New 2 Bedroom Apartment,Brand New 2 Bedroom Apartment/Flat Apartment FOR Rent,Igbo Efon Lekki Lagos,"₦ 7,000,000/year",2 Beds 2 Baths,"Updated 23 Jun 2026, Added 25 Apr 2026"
3 Bedroom Duplex Terrace Duplex,3 Bedroom Duplex Terrace Duplex/Flat Apartment FOR Rent,Ikota Bu Stop Ikota Lekki Lagos,"₦ 8,000,000/year",4 Beds 4 Baths,"Updated 23 Jun 2026, Added 11 May 2026"
Miniflat Upstairs With Personal Meter,Miniflat Upstairs With Personal Meter/Flat Apartment FOR Rent,Orchid (before Round About) Orchid Lekki Lagos,"₦ 3,300,000/year",1 Beds 1 Baths,"Updated 23 Jun 2026, Added 25 May 2026"
Lovely Newly Renovated 2 Bedroom Flat,Lovely Newly Renovated 2 Bedroom Flat/Flat / Apartment FOR RENT,"Miracle Avenue, Opposite Wisebuyer Mall. Magboro Obafemi Owode Ogun","₦ 1,500,000/year",2 Beds 1 Baths,"Updated 22 Jun 2026, Added 22 Jun 2026"
Well Furnished Standard Miniflat Apartment,Well Furnished Standard Miniflat Apartment/Flat Apartment FOR Rent,Gbagada Phase 1 Gbagada Lagos,"₦ 3,000,000",1 Beds 1 Baths,"Updated 23 Jun 2026, Added 09 Jun 2026"
Mini Flat,Mini Flat/Flat Apartment FOR Rent,Behind Eti Osa Local Government Igbo Efon Lekki Lagos,"₦ 3,000,000/year",1 Beds 2 Baths,"Updated 23 Jun 2026, Added 01 May 2026"
Lovely 3 Bedroom Flat,Lovely 3 Bedroom Flat/Flat Apartment FOR Rent,Atlantic View Estate Alpha Beach Road Lekki Lagos,"₦ 6,000,000/year",3 Beds 4 Baths,"Updated 23 Jun 2026, Added 14 May 2026"
Renovated 3 Bedroom Apartment,Renovated 3 Bedroom Apartment/Flat Apartment FOR Rent,Ago Palace Okota Lagos,"₦ 2,500,000/year",3 Beds 3 Baths,"Updated 23 Jun 2026, Added 12 May 2026"
2 Bedroom Flat,2 Bedroom Flat/Flat Apartment FOR Rent,Itedo Estate Ikate Lekki Lagos,"₦ 7,500,000/year",2 Beds 2 Baths,"Updated 23 Jun 2026, Added 03 May 2026"
2 Bedroom Flat,2 Bedroom Flat/Flat Apartment FOR Rent,Ocean Breeze Estate Ologolo Lekki Lagos,"₦ 8,000,000/year",2 Beds 2 Baths,"Updated 23 Jun 2026, Added 25 Mar 2026"
Newly Built 2 Bedroom Apartment,Newly Built 2 Bedroom Apartment/Flat Apartment FOR Rent,Ago Palace Okota Lagos,"₦ 3,000,000/year",2 Beds 3 Baths,"Updated 23 Jun 2026, Added 01 Apr 2026"
Newly Renovated 3 Bedroom Flat,Newly Renovated 3 Bedroom Flat/Flat Apartment FOR Rent,Off Igbehinadun Street Bolade Oshodi Lagos,"₦ 3,000,000/year",3 Beds 3 Baths,"Updated 23 Jun 2026, Added 30 Apr 2026"
2 Bedroom Flat,2 Bedroom Flat/Flat Apartment FOR Rent,Victoria Crest 2 Orchard Rd Lafiaji Lekki Lagos,"₦ 5,000,000/year",2 Beds 2 Baths,"Updated 23 Jun 2026, Added 27 Jan 2026"
Grandiose 6 Bedroom Maisonette,Grandiose 6 Bedroom Maisonette/Flat / Apartment FOR SALE,Old Ikoyi Ikoyi Lagos,"₦ 3,600,000,000",6 Beds 6 Baths,"Updated 21 Jun 2026, Added 06 Jun 2026"
Fantastic 2 Bedroom Flat To Let,Fantastic 2 Bedroom Flat To Let/Flat Apartment FOR Rent,Alidada Ago Palace Okota Lagos,"₦ 3,300,000/year",2 Beds 2 Baths,"Updated 23 Jun 2026, Added 04 Jun 2026"
Executive 2 Bedroom Flat To Let,Executive 2 Bedroom Flat To Let/Flat Apartment FOR Rent,Grandmate Ago Palace Okota Lagos,"₦ 3,500,000/year",2 Beds 2 Baths,"Updated 23 Jun 2026, Added 05 Jun 2026"
3 Bedroom Flat,3 Bedroom Flat/Flat Apartment FOR Rent,Ologolo Lekki Lagos,"₦ 6,000,000/year",3 Beds 4 Baths,"Updated 23 Jun 2026, Added 11 May 2026"
1 Bedroom Flat With 2 Toilets,1 Bedroom Flat With 2 Toilets/Flat Apartment FOR Rent,By Nnpc Estate Life Camp Abuja,"₦ 3,700,000",1 Beds 2 Baths,"Updated 23 Jun 2026, Added 16 Jun 2026"
Room Self Contained,Room Self Contained/Flat Apartment FOR Rent,Peace Ville Estate Badore Ajah Lagos,"₦ 1,300,000/year",1 Beds 1 Baths,"Updated 23 Jun 2026, Added 15 May 2026"
Luxury Spacious Studio Apartment With Heat Extractor,Luxury Spacious Studio Apartment With Heat Extractor/Flat Apartment FOR Rent,"Eleganza , Orchid Road Lekki Orchid Lekki Lagos","₦ 3,100,000/year",1 Beds 1 Baths,"Updated 23 Jun 2026, Added 13 Jun 2026"
Spacious 2 Bedroom Apartment,Spacious 2 Bedroom Apartment/Flat Apartment FOR Rent,Badore Ajah Lagos,"₦ 3,000,000/year",2 Beds 2 Baths,"Updated 23 Jun 2026, Added 21 Jun 2026"
2 Bedroom Flat,2 Bedroom Flat/Flat Apartment FOR Rent,Olosha Mushin Mushin Mushin Lagos,"₦ 2,500,000/year",2 Beds 3 Baths,"Updated 23 Jun 2026, Added 08 Mar 2026"
2 Bedroom Flat,2 Bedroom Flat/Flat Apartment FOR Rent,"Sunveiw Estate Opposite Crown Estate , Sangotedo Ajah Lagos","₦ 3,000,000/year",2 Beds 2 Baths,"Updated 23 Jun 2026, Added 19 May 2026"
Spacious Studio Apartment,Spacious Studio Apartment/Flat Apartment FOR Rent,Canal West Osapa London Lekki Lagos,"₦ 3,000,000",,"Updated 23 Jun 2026, Added 15 Jun 2026"
Spacious 3 Bedroom Apartment With Bq,Spacious 3 Bedroom Apartment With Bq/Flat Apartment FOR Rent,"Rock Drive, Rock Apartment Estate Lekki Phase 1 Lekki Lagos","₦ 20,000,000",3 Beds 4 Baths,"Updated 23 Jun 2026, Added 06 Jun 2026"
2bedroom Apartment,2bedroom Apartment/Flat / Apartment FOR RENT,Ikate Lekki Lagos,"₦ 9,000,000",2 Beds 2 Baths,"Updated 22 Jun 2026, Added 06 Jun 2026"
Luxury 2 Bedroom Flat To Let,Luxury 2 Bedroom Flat To Let/Flat Apartment FOR Rent,Parkview Estate Ago Palace Okota Lagos,"₦ 3,000,000/year",2 Beds 2 Baths,"Updated 23 Jun 2026, Added 06 Jun 2026"
Newly Built Room Self Contained,Newly Built Room Self Contained/Flat Apartment FOR Rent,Gbagada Phase 2 Gbagada Lagos,"₦ 1,500,000/year",1 Beds 1 Baths,"Updated 23 Jun 2026, Added 23 Mar 2026"
